adult_polyP	IP_polyP	LTR_type	family	HOG	cons	strand	length	sFam	div	rpkm_adult_polyP	rpkm_IP_polyP	LTR_type2	species	log2RPKM_centered
soloLTR_As:8338	3.58951475942148	10.6244907676984	soloLTR	rnd-5_family-5134	N0.HOG0000009_OG0000005_n23	HC	As	337	LTR/Gypsy	11.6	10.6513791080756	31.5266788359002	soloLTR	ancylostoma_ceylanicum	-0.538481357530491
soloLTR_As:8380	24.1331926627947	41.3111503300543	soloLTR	rnd-5_family-5134	N0.HOG0000009_OG0000005_n23	HC	As	386	LTR/Gypsy	7.8	62.5212245150123	107.023705518275	soloLTR	ancylostoma_ceylanicum	1.22480392524421
soloLTR_As:8486	4.54351121061997	2.92191957401453	soloLTR	rnd-1_family-215	no_RT	Other	As	82	LTR/Pao	17.1	55.4086733002435	35.6331655367626	soloLTR	ancylostoma_ceylanicum	-0.361833901892603
soloLTR_As:8550	3.59370336165792	4.76183025148414	soloLTR	rnd-5_family-5134	N0.HOG0000009_OG0000005_n23	HC	As	215	LTR/Gypsy	15.4	16.7148993565485	22.1480476813216	soloLTR	ancylostoma_ceylanicum	-1.04787502259889
soloLTR_As:8656	470.101414327734	634.548641636807	soloLTR	rnd-5_family-96-1	N0.HOG0000003_OG0000003_n0	C	As	436	LTR/Gypsy	2.8	1078.21425304526	1455.38679274497	soloLTR	ancylostoma_ceylanicum	4.99020425809003
soloLTR_As:8832	72.7079386223878	91.9690361644194	soloLTR	rnd-5_family-24-1	N0.HOG0000086_OG0000072_n0	C	As	389	LTR/Pao	14.7	186.909867923876	236.424257492081	soloLTR	ancylostoma_ceylanicum	2.36825160524239
soloLTR_As:8886	151.336901412715	210.323405943008	soloLTR	rnd-5_family-196-1	no_RT	Other	As	466	LTR/Gypsy	18.4	324.757299168917	451.337780993579	soloLTR	ancylostoma_ceylanicum	3.30108108943915
soloLTR_As:8896	0	3.08207507619178	soloLTR	rnd-5_family-90-1	no_RT	Other	As	160	LTR/Gypsy	12.5	0	19.2629692261986	soloLTR	ancylostoma_ceylanicum	-1.24922445574102
soloLTR_As:8914	212.44266714921	168.365305205098	soloLTR	rnd-5_family-136-1	no_RT	Other	As	381	LTR/Gypsy	11.6	557.592302228899	441.903688202357	soloLTR	ancylostoma_ceylanicum	3.27060551152501
soloLTR_As:9150	17.95684602051	30.0131134098839	soloLTR	rnd-5_family-105-1	no_RT	Other	As	213	LTR/Pao	5.2	84.304441410845	140.906635727154	soloLTR	ancylostoma_ceylanicum	1.62161309360199
soloLTR_As:9180	1.43672921944669	2.92594813639875	soloLTR	rnd-1_family-215	no_RT	Other	As	284	LTR/Pao	13.7	5.05890570227707	10.3026342830942	soloLTR	ancylostoma_ceylanicum	-2.15204128785617
soloLTR_As:9182	347.939509147582	600.792746272719	soloLTR	rnd-5_family-196-1	no_RT	Other	As	459	LTR/Gypsy	16.2	758.038146291029	1308.91665854623	soloLTR	ancylostoma_ceylanicum	4.83717487509729
soloLTR_As:9202	79.4507274791124	185.339217380667	soloLTR	rnd-5_family-196-1	no_RT	Other	As	438	LTR/Gypsy	16.9	181.394354975142	423.148898129376	soloLTR	ancylostoma_ceylanicum	3.20803894930756
soloLTR_As:9228	6.22917142683575	5.85000528607379	soloLTR	rnd-5_family-686	N0.HOG0000009_OG0000005_n23	HC	As	230	LTR/Gypsy	7.9	27.0833540297207	25.4348055916252	soloLTR	ancylostoma_ceylanicum	-0.848250488334051
soloLTR_As:9256	256.531717921695	100.267822109315	soloLTR	rnd-5_family-440	N0.HOG0000016_OG0000008_n0	HC	As	416	LTR/Pao	1.9	616.662783465613	241.028418532007	soloLTR	ancylostoma_ceylanicum	2.39607679730444
soloLTR_As:9332	75.6436623879495	88.07899285627	soloLTR	rnd-5_family-196-1	no_RT	Other	As	439	LTR/Gypsy	16.2	172.309025940659	200.635519034784	soloLTR	ancylostoma_ceylanicum	2.13145057207091
soloLTR_As:9440	5.74632603197995	8.78309690438835	soloLTR	rnd-5_family-196-1	no_RT	Other	As	457	LTR/Gypsy	18.2	12.5740175754485	19.2190304253574	soloLTR	ancylostoma_ceylanicum	-1.25251899958997
soloLTR_As:9464	3.10837255299866	3.08207507619178	soloLTR	rnd-5_family-1468	N0.HOG0000032_OG0000021_n0	C	As	126	LTR/Pao	23	24.6696234364973	24.4609133031094	soloLTR	ancylostoma_ceylanicum	-0.904576284353567
soloLTR_As:9482	16.7257339756533	15.414438478041	soloLTR	rnd-5_family-24-1	N0.HOG0000086_OG0000072_n0	C	As	381	LTR/Pao	9.8	43.8995642405598	40.4578437743858	soloLTR	ancylostoma_ceylanicum	-0.178635122855071
soloLTR_As:9540	13.6417944963435	8.14763717484265	soloLTR	rnd-5_family-3354	no_RT	Other	As	368	LTR/Copia	0.3	37.0700937400637	22.1403184098985	soloLTR	ancylostoma_ceylanicum	-1.04837858516618
soloLTR_As:9642	2.87688499156544	4.45943490147903	soloLTR	rnd-5_family-196-1	no_RT	Other	As	445	LTR/Gypsy	21	6.46491009340549	10.0212020257956	soloLTR	ancylostoma_ceylanicum	-2.1919989878031
soloLTR_As:9648	7.4120966682117	11.5380353997632	soloLTR	rnd-5_family-1468	N0.HOG0000032_OG0000021_n0	C	As	232	LTR/Pao	13.1	31.9486925353953	49.7329112058759	soloLTR	ancylostoma_ceylanicum	0.119146328892666
soloLTR_As:9804	4.54845190115524	11.0934156678874	soloLTR	rnd-4_family-94	N0.HOG0000009_OG0000005_n23	HC	As	321	LTR/Gypsy	10.9	14.1696320908263	34.558927314291	soloLTR	ancylostoma_ceylanicum	-0.405996117563583
soloLTR_As:9978	3.34820827853681	1.84921019931228	soloLTR	rnd-5_family-24-1	N0.HOG0000086_OG0000072_n0	C	As	109	LTR/Pao	19.3	30.7175071425395	16.9652311863512	soloLTR	ancylostoma_ceylanicum	-1.43247346559689
soloLTR_As:10042	414.456388433118	423.774346394185	soloLTR	rnd-5_family-48-1	N0.HOG0000016_OG0000008_n0	HC	As	623	LTR/Pao	19.6	665.259050454443	680.215644292431	soloLTR	ancylostoma_ceylanicum	3.89286572640264
soloLTR_As:10116	3.59230637153197	1.84728362864956	soloLTR	rnd-5_family-103-1	N0.HOG0000010_OG0000006_n0	HC	As	328	LTR/Pao	22.3	10.9521535717438	5.63196228246817	soloLTR	ancylostoma_ceylanicum	-3.02334497816282
soloLTR_As:10232	8.14739779570122	6.32797797484019	soloLTR	rnd-5_family-146-1	N0.HOG0000003_OG0000003_n0	C	As	330	LTR/Gypsy	0.9	24.6890842293976	19.1756908328491	soloLTR	ancylostoma_ceylanicum	-1.25577600157842
soloLTR_As:10320	5.50038297588746	5.21857984952326	soloLTR	rnd-1_family-215	no_RT	Other	As	223	LTR/Pao	18.6	24.6653945107061	23.4017033610908	soloLTR	ancylostoma_ceylanicum	-0.968441011094296
soloLTR_As:10382	10.0607349009929	13.4322346131266	soloLTR	rnd-5_family-74-1	N0.HOG0000047_OG0000033_n0	C	As	187	LTR/Gypsy	4.3	53.8007213956841	71.8301316209978	soloLTR	ancylostoma_ceylanicum	0.649534603625209
soloLTR_As:10476	2.63225356339281	2.30868472205309	soloLTR	rnd-1_family-215	no_RT	Other	As	255	LTR/Pao	20	10.3225629936973	9.05366557667879	soloLTR	ancylostoma_ceylanicum	-2.33848063291352
soloLTR_As:10538	1.91560977504849	1.53933022286575	soloLTR	rnd-1_family-215	no_RT	Other	As	277	LTR/Pao	12.6	6.91555875468769	5.55714881900991	soloLTR	ancylostoma_ceylanicum	-3.0426377745636
soloLTR_As:10730	124.000786295147	164.557579619236	soloLTR	rnd-5_family-136-1	no_RT	Other	As	377	LTR/Gypsy	16.4	328.914552507021	436.492253631925	soloLTR	ancylostoma_ceylanicum	3.25282959017603
soloLTR_As:10756	6.22110569712131	4.01003545713057	soloLTR	rnd-1_family-215	no_RT	Other	As	280	LTR/Pao	11.2	22.2182346325761	14.3215552040378	soloLTR	ancylostoma_ceylanicum	-1.67686638946374
soloLTR_As:10774	61.5851082664349	127.516121151693	soloLTR	rnd-5_family-103-1	N0.HOG0000010_OG0000006_n0	HC	As	885	LTR/Pao	11.5	69.5876929564236	144.086012600783	soloLTR	ancylostoma_ceylanicum	1.65380382959528
soloLTR_As:10964	4.77846546698063	4.31496728570085	soloLTR	rnd-1_family-215	no_RT	Other	As	269	LTR/Pao	14.4	17.7638121449094	16.0407705788136	soloLTR	ancylostoma_ceylanicum	-1.51331110673642
soloLTR_As:11026	624.677218851167	342.171869771864	soloLTR	rnd-5_family-440	N0.HOG0000016_OG0000008_n0	HC	As	380	LTR/Pao	11.6	1643.88741802939	900.452288873326	soloLTR	ancylostoma_ceylanicum	4.29752337530389
soloLTR_As:11048	5.03250841259452	6.62776865102982	soloLTR	rnd-1_family-471	no_RT	Other	As	237	LTR/Gypsy	3	21.2342127113693	27.9652685697461	soloLTR	ancylostoma_ceylanicum	-0.711418369897771
soloLTR_As:11203	4.06815631870836	5.39083984735514	soloLTR	rnd-1_family-215	no_RT	Other	As	229	LTR/Pao	13.7	17.764874754185	23.5407853596294	soloLTR	ancylostoma_ceylanicum	-0.959892103604758
soloLTR_As:11275	114.369382545779	77.2975799771155	soloLTR	rnd-5_family-163-1	N0.HOG0000003_OG0000003_n0	C	As	352	LTR/Gypsy	9.3	324.913018595962	219.59539766226	soloLTR	ancylostoma_ceylanicum	2.26172135768508
soloLTR_As:11307	19.6342688901178	15.3154231925215	soloLTR	rnd-5_family-3094-1	no_RT	Other	As	287	LTR/Gypsy	28.1	68.4120867251492	53.3638438763814	soloLTR	ancylostoma_ceylanicum	0.220808034234563
soloLTR_As:11401	0.478682672312295	1.23209636220667	soloLTR	rnd-5_family-90-1	no_RT	Other	As	169	LTR/Gypsy	2.4	2.83244184800175	7.29051101897436	soloLTR	ancylostoma_ceylanicum	-2.65096270842376
soloLTR_As:11461	5.27842295801921	6.92276366210136	soloLTR	rnd-5_family-196-1	no_RT	Other	As	373	LTR/Gypsy	19.1	14.1512679839657	18.5596881021484	soloLTR	ancylostoma_ceylanicum	-1.3028820894817
soloLTR_As:11495	106.306276222636	108.833228847291	soloLTR	rnd-5_family-134-1	N0.HOG0000027_OG0000016_n0	C	As	501	LTR/Pao	17.1	212.188176093087	217.231993707167	soloLTR	ancylostoma_ceylanicum	2.24611013685429
soloLTR_As:11611	3.35351427302866	1.8482465276843	soloLTR	rnd-5_family-74-1	N0.HOG0000047_OG0000033_n0	C	As	179	LTR/Gypsy	0.6	18.7347166090987	10.3253995960017	soloLTR	ancylostoma_ceylanicum	-2.14885694003491
soloLTR_As:11839	6.94011911299379	5.53996815436252	soloLTR	rnd-5_family-685	N0.HOG0000009_OG0000005_n23	HC	As	175	LTR/Gypsy	0.6	39.6578235028217	31.6569608820716	soloLTR	ancylostoma_ceylanicum	-0.532531794347819
soloLTR_As:11861	2.1536357152825	6.92939122085398	soloLTR	rnd-5_family-5134	N0.HOG0000009_OG0000005_n23	HC	As	381	LTR/Gypsy	10	5.65258717921915	18.1873785324251	soloLTR	ancylostoma_ceylanicum	-1.33211694271948
soloLTR_As:11987	25.1383408437529	29.1265182686112	soloLTR	rnd-1_family-471	no_RT	Other	As	237	LTR/Gypsy	3	106.068948707818	122.896701555322	soloLTR	ancylostoma_ceylanicum	1.42431973490683
soloLTR_As:12013	9.55625651633874	32.6308756766567	soloLTR	rnd-5_family-103-1	N0.HOG0000010_OG0000006_n0	HC	As	528	LTR/Pao	9.7	18.098970674884	61.8009009027589	soloLTR	ancylostoma_ceylanicum	0.432573313690345
soloLTR_As:12173	1.91220138599305	4.16338090979623	soloLTR	rnd-4_family-126	N0.HOG0000003_OG0000003_n0	C	As	184	LTR/Gypsy	19.2	10.3923988369187	22.627070161936	soloLTR	ancylostoma_ceylanicum	-1.0170047643593
soloLTR_As:12295	44.0216855561147	36.5243070052433	soloLTR	rnd-5_family-6-1	no_RT	Other	As	452	LTR/Pao	28	97.3931096374218	80.8059889496533	soloLTR	ancylostoma_ceylanicum	0.819407667046197
soloLTR_As:12315	11.2482938413198	34.9333805236131	soloLTR	rnd-5_family-196-1	no_RT	Other	As	460	LTR/Gypsy	18.9	24.4528126985213	75.9421315730719	soloLTR	ancylostoma_ceylanicum	0.729845938164284
soloLTR_As:12375	83.7684168459627	81.6140194103231	soloLTR	rnd-5_family-48-1	N0.HOG0000016_OG0000008_n0	HC	As	629	LTR/Pao	20	133.177133300418	129.752018140418	soloLTR	ancylostoma_ceylanicum	1.50263051759134
soloLTR_As:12573	2.63004864646851	3.37698793819343	soloLTR	rnd-1_family-215	no_RT	Other	As	250	LTR/Pao	13.3	10.520194585874	13.5079517527737	soloLTR	ancylostoma_ceylanicum	-1.7612456239826
soloLTR_As:12617	30.8560790157463	38.0583260147538	soloLTR	rnd-5_family-136-1	no_RT	Other	As	390	LTR/Gypsy	16.2	79.1181513224264	97.5854513198816	soloLTR	ancylostoma_ceylanicum	1.09161152188361
soloLTR_As:12627	11.9592360535696	12.020816494951	soloLTR	rnd-5_family-136-1	no_RT	Other	As	380	LTR/Gypsy	13.6	31.4716738251831	31.633727618292	soloLTR	ancylostoma_ceylanicum	-0.533590986994898
soloLTR_As:12675	11.7354439104045	3.54364450598817	soloLTR	rnd-1_family-215	no_RT	Other	As	271	LTR/Pao	17	43.3042210716032	13.0761789888862	soloLTR	ancylostoma_ceylanicum	-1.80811352528279
soloLTR_As:12863	9.10041439015671	13.409324052671	soloLTR	rnd-1_family-215	no_RT	Other	As	280	LTR/Pao	10	32.5014799648454	47.8904430452536	soloLTR	ancylostoma_ceylanicum	0.0646832268492741
soloLTR_As:12919	21.7798944299278	32.0285281837769	soloLTR	rnd-5_family-24-1	N0.HOG0000086_OG0000072_n0	C	As	367	LTR/Pao	12.2	59.345761389449	87.2711939612451	soloLTR	ancylostoma_ceylanicum	0.930450979389546
soloLTR_As:12981	1.19586318406133	2.46683252144916	soloLTR	rnd-1_family-215	no_RT	Other	As	256	LTR/Pao	18	4.67134056273959	9.63606453691077	soloLTR	ancylostoma_ceylanicum	-2.24853859440562
soloLTR_As:13033	11.0103143364404	6.92497218424803	soloLTR	rnd-5_family-440	N0.HOG0000016_OG0000008_n0	HC	As	464	LTR/Pao	19.2	23.729125725087	14.9245090177759	soloLTR	ancylostoma_ceylanicum	-1.61737108458009
soloLTR_As:13175	59.1514264791748	57.5653641932216	soloLTR	rnd-4_family-94	N0.HOG0000009_OG0000005_n23	HC	As	265	LTR/Gypsy	13.2	223.212930110094	217.227789408384	soloLTR	ancylostoma_ceylanicum	2.24608221472552
soloLTR_As:13231	8.86221628800856	10.0159767171214	soloLTR	rnd-5_family-6-1	no_RT	Other	As	170	LTR/Pao	18.4	52.1306840471092	58.9175101007139	soloLTR	ancylostoma_ceylanicum	0.363641906777636
soloLTR_As:13443	932.266480531568	852.956288426416	soloLTR	rnd-5_family-96-1	N0.HOG0000003_OG0000003_n0	C	As	255	LTR/Gypsy	23.8	3655.94698247674	3344.92662128006	soloLTR	ancylostoma_ceylanicum	6.1907761966458
soloLTR_As:13569	18.4457260129573	43.2727262360416	soloLTR	rnd-5_family-196-1	no_RT	Other	As	408	LTR/Gypsy	16.6	45.2101127768561	106.06060351971	soloLTR	ancylostoma_ceylanicum	1.21176240242871
soloLTR_As:13573	19.3863128204663	48.3712671281167	soloLTR	rnd-5_family-196-1	no_RT	Other	As	408	LTR/Gypsy	16.6	47.5154725991821	118.557027274796	soloLTR	ancylostoma_ceylanicum	1.37245471815925
soloLTR_As:13581	0.478439161856532	2.77645058183237	soloLTR	rnd-5_family-196-1	no_RT	Other	As	466	LTR/Gypsy	18.4	1.02669348037882	5.95804845886775	soloLTR	ancylostoma_ceylanicum	-2.9421427927972
soloLTR_As:13617	4.54351121061997	6.94045043247169	soloLTR	rnd-5_family-24-1	N0.HOG0000086_OG0000072_n0	C	As	228	LTR/Pao	33.9	19.9276807483332	30.4405720722442	soloLTR	ancylostoma_ceylanicum	-0.589059083696408
soloLTR_As:13739	8.61186154555023	4.93513599664648	soloLTR	rnd-5_family-440	N0.HOG0000016_OG0000008_n0	HC	As	444	LTR/Pao	19.8	19.3960845620501	11.1151711636182	soloLTR	ancylostoma_ceylanicum	-2.04252439074316
soloLTR_As:13891	13.4248420536211	34.8307521555456	soloLTR	rnd-5_family-5134	N0.HOG0000009_OG0000005_n23	HC	As	378	LTR/Gypsy	8.2	35.5154551683097	92.1448469723429	soloLTR	ancylostoma_ceylanicum	1.0088489326164
soloLTR_As:13925	10.2962075714279	4.47171501098886	soloLTR	rnd-1_family-471	no_RT	Other	As	199	LTR/Gypsy	4.5	51.7397365398387	22.4709297034616	soloLTR	ancylostoma_ceylanicum	-1.02699474022919
soloLTR_As:14009	19.1623089947736	14.3194697277348	soloLTR	rnd-5_family-136-1	no_RT	Other	As	359	LTR/Gypsy	15.6	53.3769052779209	39.887102305668	soloLTR	ancylostoma_ceylanicum	-0.199132236296324
soloLTR_As:14031	15.8230686548453	16.5039851971604	soloLTR	rnd-1_family-215	no_RT	Other	As	286	LTR/Pao	13.4	55.3254148770816	57.7062419481133	soloLTR	ancylostoma_ceylanicum	0.333672824749335
soloLTR_As:14041	6.71026984531884	12.4761840723805	soloLTR	rnd-1_family-215	no_RT	Other	As	135	LTR/Pao	26.5	49.7057025579173	92.41617831393	soloLTR	ancylostoma_ceylanicum	1.01309087548982
soloLTR_As:14073	18.8838319340248	17.9957161171586	soloLTR	rnd-1_family-215	no_RT	Other	As	282	LTR/Pao	13	66.9639430284567	63.8145961601368	soloLTR	ancylostoma_ceylanicum	0.478831890441987
soloLTR_As:14245	17.4714592787481	19.2628882120689	soloLTR	rnd-5_family-686	N0.HOG0000009_OG0000005_n23	HC	As	231	LTR/Gypsy	17.9	75.6340228517236	83.3891264591727	soloLTR	ancylostoma_ceylanicum	0.864804719960203
soloLTR_As:14275	66.7624043488692	35.8935610423086	soloLTR	rnd-5_family-685	N0.HOG0000009_OG0000005_n23	HC	As	175	LTR/Gypsy	0.6	381.49945342211	205.106063098907	soloLTR	ancylostoma_ceylanicum	2.16324367906972
soloLTR_As:14307	35.8800092696295	33.275432738261	soloLTR	rnd-5_family-105-1	no_RT	Other	As	416	LTR/Pao	6.5	86.2500222827633	79.989021005435	soloLTR	ancylostoma_ceylanicum	0.80474743916766
soloLTR_As:14337	2.63335710958382	0.925133214952204	soloLTR	rnd-5_family-440	N0.HOG0000016_OG0000008_n0	HC	As	163	LTR/Pao	22.2	16.1555650894713	5.67566389541229	soloLTR	ancylostoma_ceylanicum	-3.01219349275065
soloLTR_As:14391	554.711669540014	505.951192490338	soloLTR	rnd-5_family-84-1	no_RT	Other	As	195	LTR/Gypsy	15.5	2844.67522841033	2594.62149995045	soloLTR	ancylostoma_ceylanicum	5.82432572972633
soloLTR_As:14413	5.26387903763706	0.924043455607419	soloLTR	rnd-5_family-90-1	no_RT	Other	As	170	LTR/Gypsy	2.4	30.9639943390415	5.43554973886717	soloLTR	ancylostoma_ceylanicum	-3.07455669691494
soloLTR_As:14539	0.478682672312295	2.62161682694379	soloLTR	rnd-4_family-94	N0.HOG0000009_OG0000005_n23	HC	As	320	LTR/Gypsy	12.5	1.49588335097592	8.19255258419934	soloLTR	ancylostoma_ceylanicum	-2.48266962258105
soloLTR_As:14589	4.07579427944925	4.77639505794435	soloLTR	rnd-1_family-215	no_RT	Other	As	274	LTR/Pao	15.4	14.8751616038294	17.4320987516217	soloLTR	ancylostoma_ceylanicum	-1.39330828112626
soloLTR_As:14721	1.19643118181083	4.46469300820152	soloLTR	rnd-4_family-94	N0.HOG0000009_OG0000005_n23	HC	As	252	LTR/Gypsy	18.3	4.74774278496362	17.7170357468314	soloLTR	ancylostoma_ceylanicum	-1.36991731000265
soloLTR_As:14783	3.58951475942148	7.53874367353527	soloLTR	rnd-5_family-5134	N0.HOG0000009_OG0000005_n23	HC	As	363	LTR/Gypsy	10.8	9.88847041162943	20.7678889078106	soloLTR	ancylostoma_ceylanicum	-1.14069998431802
soloLTR_As:14791	4.30668586347512	6.15390300314608	soloLTR	rnd-4_family-3545	N0.HOG0000003_OG0000003_n0	C	As	402	LTR/Gypsy	15.4	10.7131489141172	15.3082164257365	soloLTR	ancylostoma_ceylanicum	-1.58074835256899
soloLTR_As:14980	134.504338409679	263.137251472913	soloLTR	rnd-5_family-96-1	N0.HOG0000003_OG0000003_n0	C	As	146	LTR/Gypsy	12.5	921.26259184712	1802.30994159529	soloLTR	ancylostoma_ceylanicum	5.29864876572792
soloLTR_As:14979	1273.03910233017	2081.94151071947	soloLTR	rnd-5_family-96-1	N0.HOG0000003_OG0000003_n0	C	As	373	LTR/Gypsy	17.1	3412.97346469213	5581.61262927472	soloLTR	ancylostoma_ceylanicum	6.92948363737471
soloLTR_As:15044	18.659787529373	20.3689764782996	soloLTR	rnd-5_family-6-1	no_RT	Other	As	441	LTR/Pao	4.1	42.312443377263	46.188155279591	soloLTR	ancylostoma_ceylanicum	0.01246837169316
soloLTR_As:15062	31.3504090321278	30.0789782297007	soloLTR	rnd-5_family-196-1	no_RT	Other	As	337	LTR/Gypsy	7	93.0279199766403	89.2551282780436	soloLTR	ancylostoma_ceylanicum	0.96288050809903
soloLTR_As:15061	2.39550299459466	2.00588060597286	soloLTR	rnd-5_family-196-1	no_RT	Other	As	57	LTR/Gypsy	3.6	42.0263683262221	35.1908878240852	soloLTR	ancylostoma_ceylanicum	-0.379852643462337
soloLTR_As:15078	154.383701896498	312.987124759541	soloLTR	rnd-5_family-196-1	no_RT	Other	As	356	LTR/Gypsy	17.6	433.662083978926	879.177316740283	soloLTR	ancylostoma_ceylanicum	4.26302770384435
soloLTR_As:15152	119.298673547071	147.287750488917	soloLTR	rnd-5_family-196-1	no_RT	Other	As	391	LTR/Gypsy	19.2	305.111697051331	376.69501403815	soloLTR	ancylostoma_ceylanicum	3.04027047720294
soloLTR_As:15214	167.696269563317	458.687970880547	soloLTR	rnd-4_family-94	N0.HOG0000009_OG0000005_n23	HC	As	289	LTR/Gypsy	10.9	580.263908523589	1587.15560858321	soloLTR	ancylostoma_ceylanicum	5.11524521471857
soloLTR_As:15256	3.82810407417418	3.23546631263873	soloLTR	rnd-1_family-215	no_RT	Other	As	173	LTR/Pao	13.3	22.1277692148797	18.7021174140967	soloLTR	ancylostoma_ceylanicum	-1.29185293724754
soloLTR_As:15364	55.7520147972158	88.68390894481	soloLTR	rnd-5_family-24-1	N0.HOG0000086_OG0000072_n0	C	As	291	LTR/Pao	16.1	191.587679715518	304.755700841271	soloLTR	ancylostoma_ceylanicum	2.73452674794028
soloLTR_As:15396	0	0.461852101653323	soloLTR	rnd-4_family-126	N0.HOG0000003_OG0000003_n0	C	As	71	LTR/Gypsy	4.2	0	6.50495917821582	soloLTR	ancylostoma_ceylanicum	-2.81544264701178
soloLTR_As:15410	16.9829318955683	12.6260650740723	soloLTR	rnd-5_family-5134	N0.HOG0000009_OG0000005_n23	HC	As	361	LTR/Gypsy	18.7	47.0441326747044	34.9752495126658	soloLTR	ancylostoma_ceylanicum	-0.388720205900856
soloLTR_As:15424	1.19586318406133	3.85343366972793	soloLTR	rnd-5_family-5134	N0.HOG0000009_OG0000005_n23	HC	As	349	LTR/Gypsy	14.1	3.42654207467431	11.0413572198508	soloLTR	ancylostoma_ceylanicum	-2.05213703427223
soloLTR_As:15428	3.59370336165792	3.70479171907211	soloLTR	rnd-5_family-5134	N0.HOG0000009_OG0000005_n23	HC	As	348	LTR/Gypsy	13.3	10.3267337978676	10.6459532157245	soloLTR	ancylostoma_ceylanicum	-2.10474942410181
soloLTR_As:15468	290.319373596804	510.871373757172	soloLTR	rnd-5_family-96-1	N0.HOG0000003_OG0000003_n0	C	As	438	LTR/Gypsy	6.5	662.829620084028	1166.3729994456	soloLTR	ancylostoma_ceylanicum	4.67083086227891
soloLTR_As:15586	9.3461616200643	8.62289777037014	soloLTR	rnd-5_family-98-1	no_RT	Other	As	230	LTR/Pao	0.4	40.6354853046274	37.4908598711745	soloLTR	ancylostoma_ceylanicum	-0.288515640561932
soloLTR_As:15834	96.9823769295302	149.782032068917	soloLTR	rnd-5_family-196-1	no_RT	Other	As	481	LTR/Gypsy	6.6	201.626563263057	311.397156068435	soloLTR	ancylostoma_ceylanicum	2.76562930801995
soloLTR_As:15846	28.9607079579967	30.3247592629758	soloLTR	rnd-5_family-5134	N0.HOG0000009_OG0000005_n23	HC	As	389	LTR/Gypsy	12.9	74.4491207146446	77.9556793392694	soloLTR	ancylostoma_ceylanicum	0.767599576563438
soloLTR_As:15862	4.31622292488595	7.22849464113197	soloLTR	rnd-5_family-5134	N0.HOG0000009_OG0000005_n23	HC	As	382	LTR/Gypsy	9.3	11.2990128923716	18.9227608406596	soloLTR	ancylostoma_ceylanicum	-1.27493196149073
soloLTR_As:15964	10.5342722024721	10.3634927545474	soloLTR	rnd-1_family-215	no_RT	Other	As	265	LTR/Pao	18.1	39.7519705753663	39.1075198284806	soloLTR	ancylostoma_ceylanicum	-0.227608511219627
soloLTR_As:16020	0.478439161856532	0.461852101653323	soloLTR	rnd-4_family-407	no_RT	Other	As	166	LTR/Gypsy	14.8	2.88216362564176	2.78224157622484	soloLTR	ancylostoma_ceylanicum	-4.04073495885402
soloLTR_As:16150	2.63115074252724	2.46325290043187	soloLTR	rnd-5_family-48-1	N0.HOG0000016_OG0000008_n0	HC	As	133	LTR/Pao	19.7	19.7830882896785	18.5206984994877	soloLTR	ancylostoma_ceylanicum	-1.3059160452891
soloLTR_As:16222	7.90672912361961	16.0188846529957	soloLTR	rnd-5_family-5134	N0.HOG0000009_OG0000005_n23	HC	As	375	LTR/Gypsy	7.9	21.084610996319	42.717025741322	soloLTR	ancylostoma_ceylanicum	-0.100243355498801
soloLTR_As:16234	70.1764526860487	140.338596051031	soloLTR	rnd-5_family-109-1	N0.HOG0000070_OG0000056_n0	C	As	201	LTR/Gypsy	11.9	349.136580527605	698.20197040314	soloLTR	ancylostoma_ceylanicum	3.93051796774616
